;;;;;;;;;;;;SRS;;;Adjusted;;
72;Dayton;A-10;;14;15;67.8;64.7;3.14;;7.64;;8.00;2.78;10.78;64.44;43.70;20.73
73;St. Bonaventure;A-10;;24;8;62.8;55.9;6.91;;3.77;;0.95;9.73;10.68;61.68;41.05;20.63
74;Tulane;AAC;;23;12;64.4;61.2;3.23;;9.03;;4.31;6.37;10.68;64.45;44.16;20.29
75;Alabama;SEC;;15;16;63.7;58.2;5.52;;4.85;;1.89;8.48;10.37;58.27;38.93;19.34
76;Pennsylvania;Ivy;;24;5;62.5;50.6;11.90;;0.24;;-1.66;11.61;9.95;60.04;40.18;19.86
77;Middle Tennessee;CUSA;;24;9;69.6;61.5;8.03;;1.89;;5.68;4.24;9.92;66.34;45.78;20.56
78;Penn State;Big Ten;;12;19;70.1;72.5;-2.45;;12.26;;9.88;-0.08;9.81;67.29;48.86;18.43
79;Georgetown;Big East;;16;14;64.8;61.7;3.07;;6.66;;3.82;5.91;9.72;61.61;42.12;19.49
80;Saint Mary's (CA);WCC;;24;8;74.6;63.7;10.94;;2.60;;10.57;-1.03;9.54;62.47;47.93;14.53
81;Boston College;ACC;;15;16;59.5;58.6;0.87;;8.64;;-0.02;9.53;9.51;61.61;42.71;18.90
82;Arkansas State;Sun Belt;;27;6;75.0;60.7;14.27;;-4.96;;8.08;1.23;9.32;68.20;48.17;20.03
83;Western Kentucky;CUSA;;27;7;70.8;61.4;9.32;;1.52;;6.49;2.76;9.25;67.45;48.51;18.94
84;Missouri State;MVC;;24;10;70.3;61.0;9.26;;2.35;;8.11;1.12;9.23;63.51;45.89;17.62
85;Illinois;Big Ten;;9;21;68.5;71.9;-3.37;;12.36;;6.62;2.37;8.99;64.40;46.90;17.50
86;Iowa State;Big 12;;13;17;67.4;67.7;-0.33;;9.23;;7.09;1.81;8.90;68.09;49.89;18.21
87;San Diego;WCC;;25;8;54.6;56.0;-1.39;;1.44;;2.62;6.23;8.85;;;
88;Virginia Commonwealth;A-10;;23;10;63.9;55.1;8.79;;-0.01;;0.68;8.10;8.78;61.72;42.87;18.85
89;Saint Louis;A-10;;26;8;70.3;60.4;9.91;;0.45;;6.76;1.86;8.63;63.82;46.46;17.36
90;Northern Iowa;MVC;;24;11;63.7;56.2;7.49;;2.61;;-0.11;8.71;8.61;59.99;42.82;17.17
91;Marquette;Big East;;14;16;77.4;78.3;-0.97;;9.38;;18.51;-10.10;8.41;71.68;55.22;16.46
92;Ball State;MAC;;22;10;68.8;60.1;8.69;;2.11;;2.72;5.32;8.04;60.63;44.71;15.93
93;Louisiana State;SEC;;10;21;54.5;59.5;-5.00;;13.03;;-1.63;9.67;8.03;61.00;45.03;15.96
94;Central Michigan;MAC;;22;11;74.0;67.1;6.97;;0.73;;9.16;-1.47;7.70;68.05;52.77;15.29
95;Memphis;AAC;;18;13;67.9;67.9;-0.03;;7.72;;6.42;1.27;7.69;62.51;46.47;16.04
96;Idaho;Big Sky;;24;10;74.7;61.6;13.09;;-1.77;;7.49;0.09;7.57;59.04;44.65;14.39
97;Arkansas;SEC;;12;18;60.1;63.0;-2.90;;10.26;;1.89;5.47;7.36;58.46;42.89;15.57
98;Hofstra;CAA;;25;9;64.4;56.7;7.65;;-0.39;;1.96;5.30;7.25;60.11;44.57;15.54
99;Santa Clara;WCC;;23;9;65.5;52.0;13.47;;3.08;;0.08;7.13;7.21;45.35;33.66;11.69
100;UC Riverside;Big West;;23;9;77.8;70.2;7.69;;-0.51;;13.53;-6.35;7.18;66.28;52.76;13.53
101;Drexel;CAA;;19;14;60.1;55.8;4.33;;2.74;;-1.56;8.63;7.07;65.96;49.27;16.69
102;Arizona;Pac-12;;13;19;56.9;60.5;-3.66;;12.38;;-1.57;8.45;6.88;55.41;41.92;13.49
103;Tennessee-Martin;OVC;;22;10;73.0;63.2;9.88;;-3.08;;6.13;0.66;6.79;67.79;51.92;15.87
104;UTEP;CUSA;;29;5;71.1;61.4;9.71;;-0.66;;5.63;1.11;6.74;57.98;43.48;14.50
105;Mississippi;SEC;;10;20;64.7;62.7;1.97;;6.29;;3.85;2.54;6.39;55.19;42.47;12.73
106;Colorado;Pac-12;;7;23;61.9;69.6;-7.67;;14.02;;4.33;2.02;6.35;60.17;46.67;13.50
107;Texas Tech;Big 12;;13;18;63.3;66.8;-3.48;;9.45;;3.64;2.33;5.97;60.36;47.18;13.18
108;Pittsburgh;ACC;;13;18;59.9;63.0;-3.10;;9.02;;-0.80;6.73;5.93;58.03;44.57;13.46
109;Wisconsin;Big Ten;;7;22;64.3;72.4;-8.10;;14.01;;3.35;2.56;5.91;63.65;50.56;13.09
110;East Carolina;AAC;;13;19;67.6;70.3;-2.78;;8.63;;8.10;-2.25;5.85;63.84;49.78;14.06
111;Maine;AEC;;26;9;60.5;49.9;10.54;;-2.63;;-4.61;10.43;5.82;61.98;47.06;14.92
112;Eastern Michigan;MAC;;22;12;71.9;62.2;9.74;;1.38;;4.84;0.70;5.54;57.84;45.89;11.96
113;Wright State;Horizon;;24;11;75.9;63.6;12.23;;-0.71;;7.76;-2.29;5.47;57.47;45.98;11.49
114;Southern Methodist;AAC;;13;18;60.1;63.8;-3.68;;8.75;;-0.06;5.13;5.07;53.91;41.04;12.87
115;Hawaii;Big West;;21;11;64.6;59.3;5.25;;-0.19;;-1.14;6.20;5.06;57.28;45.72;11.55
116;Chattanooga;Southern;;24;8;57.7;51.2;6.50;;0.14;;-6.62;11.61;4.99;57.92;42.95;14.97
117;San Francisco;WCC;;21;12;71.6;59.1;12.55;;2.87;;6.70;-1.80;4.90;52.31;44.21;8.10
118;Quinnipiac;MAAC;;25;9;67.5;58.7;8.79;;-3.91;;3.33;1.55;4.88;60.98;49.00;11.98
119;North Carolina;ACC;;14;18;67.2;70.3;-3.09;;7.91;;7.50;-2.68;4.82;62.71;49.80;12.91
120;Belmont;OVC;;24;9;74.7;60.8;13.82;;-4.96;;5.39;-0.86;4.52;64.72;51.61;13.11
121;Saint Joseph's;A-10;;14;15;62.8;63.7;-0.83;;4.98;;2.25;1.90;4.15;62.35;51.40;10.95
122;Wake Forest;ACC;;17;16;60.7;63.9;-3.15;;6.95;;0.71;3.09;3.80;56.90;45.59;11.31
123;Charlotte;CUSA;;19;12;74.7;71.2;3.52;;0.08;;11.25;-7.66;3.59;68.54;57.58;10.96
124;IUPUI;Summit;;21;11;67.1;55.5;11.63;;-0.22;;-0.96;4.41;3.45;51.04;41.53;9.51
125;Jacksonville;A-Sun;;22;11;65.0;50.0;14.97;;-5.08;;-1.90;5.33;3.43;49.67;38.21;11.45
126;New Mexico State;WAC;;26;5;68.6;56.6;12.03;;-4.62;;2.34;0.94;3.28;55.46;45.76;9.70
127;Little Rock;Sun Belt;;20;13;59.6;55.5;4.12;;-1.04;;-5.86;8.94;3.08;57.39;45.89;11.50
128;Xavier;Big East;;17;13;60.5;60.5;-0.03;;3.11;;-3.23;6.31;3.08;58.13;47.97;10.16
129;Iona;MAAC;;23;12;62.5;57.1;5.34;;-2.52;;-2.03;4.86;2.83;57.15;47.89;9.26
130;Northern Kentucky;Horizon;;19;14;72.5;62.7;9.76;;-1.41;;4.82;-2.16;2.66;60.39;51.72;8.67
131;Tulsa;AAC;;12;19;62.0;66.9;-4.94;;7.60;;1.39;1.27;2.66;58.75;49.17;9.58
132;Western Michigan;MAC;;17;15;65.8;60.2;5.59;;0.97;;0.96;1.68;2.64;55.72;47.29;8.42
133;UAB;CUSA;;15;16;61.6;57.2;4.42;;-2.00;;-4.33;6.76;2.42;57.90;47.16;10.74
134;Montana State;Big Sky;;21;10;74.9;61.3;13.65;;-5.05;;6.65;-4.35;2.30;54.08;47.24;6.84
135;Fresno State;MWC;;22;12;62.8;54.9;7.91;;0.79;;-1.89;4.16;2.26;48.06;40.46;7.60
136;Boise State;MWC;;19;11;68.7;59.8;8.83;;-2.14;;4.36;-2.11;2.25;51.30;45.48;5.82
137;Elon;CAA;;18;13;63.7;60.0;3.65;;0.71;;1.37;0.88;2.24;54.92;46.10;8.82
138;Yale;Ivy;;14;17;64.2;61.0;3.23;;0.94;;0.67;1.37;2.04;57.25;49.19;8.06
139;Marshall;CUSA;;21;12;70.5;62.1;8.36;;-1.62;;3.09;-1.46;1.64;57.21;48.85;8.36
140;Butler;Big East;;10;21;58.3;65.5;-7.23;;8.73;;-2.41;3.91;1.50;54.62;47.33;7.29
141;New Mexico;MWC;;17;15;61.3;57.6;3.72;;-2.22;;-5.49;6.99;1.50;49.79;43.06;6.74
142;Southern Illinois;MVC;;20;13;69.2;66.4;2.79;;-1.31;;3.56;-2.08;1.48;64.35;56.66;7.69
143;Fordham;A-10;;14;17;55.5;57.3;-1.81;;3.10;;-7.43;8.72;1.29;55.88;48.89;6.99
144;Toledo;MAC;;17;13;66.8;66.9;-0.03;;1.17;;2.30;-1.16;1.14;60.56;53.53;7.03
145;Pacific;WCC;;13;17;69.3;62.6;6.70;;1.04;;4.05;-3.04;1.01;49.45;44.83;4.62
146;Buffalo;MAC;;20;14;61.2;60.7;0.47;;0.31;;-4.00;4.78;0.78;52.39;45.39;7.00
147;Kansas;Big 12;;6;25;54.4;66.3;-11.84;;12.53;;-3.40;4.10;0.69;53.92;48.25;5.67
148;Sacramento State;Big Sky;;14;17;87.5;85.8;1.68;;-1.21;;21.47;-21.00;0.46;64.00;58.98;5.01
149;Old Dominion;CUSA;;17;17;62.3;62.6;-0.29;;0.54;;-2.29;2.54;0.24;56.02;49.45;6.57
150;Weber State;Big Sky;;23;12;70.7;61.6;9.09;;-4.64;;1.86;-1.87;0.00;52.91;47.97;4.95
151;Montana;Big Sky;;20;11;69.1;61.8;7.26;;-4.89;;-0.52;0.46;-0.05;57.51;51.93;5.58
152;Milwaukee;Horizon;;19;13;66.6;65.7;0.88;;-0.94;;-0.28;0.21;-0.07;56.64;51.60;5.04
153;Bucknell;Patriot;;25;8;66.1;59.9;6.12;;-6.36;;0.39;-0.63;-0.24;59.10;54.32;4.78
154;Akron;MAC;;19;14;71.3;65.5;5.82;;-0.46;;5.98;-6.35;-0.37;56.24;51.00;5.24
155;Oral Roberts;Summit;;14;16;58.8;57.4;1.33;;3.08;;-6.32;5.90;-0.42;47.22;42.73;4.49
156;Mercer;Southern;;24;9;64.5;53.8;10.70;;-6.25;;-3.69;3.25;-0.44;53.98;47.22;6.76
157;Delaware;CAA;;16;15;58.3;58.4;-0.06;;-0.44;;-5.31;4.80;-0.51;53.77;48.62;5.15
158;Loyola (IL);MVC;;14;16;65.1;67.6;-2.50;;1.97;;1.81;-2.35;-0.53;54.44;49.43;5.01
159;Abilene Christian;Southland;;26;4;75.1;52.8;22.33;;-10.01;;2.66;-3.20;-0.55;50.33;44.24;6.08
160;Louisiana Tech;CUSA;;14;16;67.4;62.0;5.47;;-1.04;;2.63;-3.19;-0.56;53.17;47.38;5.80
161;Long Beach State;Big West;;24;9;63.0;60.1;2.85;;-3.43;;-3.12;2.53;-0.58;48.95;46.05;2.91
162;Harvard;Ivy;;14;14;65.8;67.2;-1.43;;0.65;;3.72;-4.50;-0.78;62.45;57.66;4.79
163;North Dakota;Big Sky;;19;14;64.0;65.5;-1.52;;0.68;;-2.90;2.07;-0.84;55.13;50.98;4.14
164;Northeastern;CAA;;15;16;61.2;62.6;-1.39;;0.49;;-0.64;-0.26;-0.90;59.66;55.47;4.19
165;Louisiana;Sun Belt;;25;10;63.7;55.0;8.74;;-5.19;;-3.55;2.64;-0.92;52.78;46.45;6.33
166;Utah Valley;WAC;;16;15;65.9;60.1;5.81;;-3.64;;-1.08;0.02;-1.05;57.80;53.52;4.29
167;Eastern Washington;Big Sky;;20;12;71.8;67.8;3.97;;-3.21;;3.36;-4.53;-1.17;57.11;53.29;3.82
168;San Jose State;MWC;;13;17;72.2;70.7;1.57;;0.26;;8.19;-9.48;-1.29;53.49;49.88;3.62
169;Rhode Island;A-10;;12;18;60.6;62.4;-1.80;;0.36;;-3.92;2.48;-1.44;55.97;52.32;3.65
170;Wyoming;MWC;;13;16;63.3;60.0;3.31;;-2.02;;-1.88;0.39;-1.49;49.78;45.52;4.26
171;Nevada-Las Vegas;MWC;;18;14;61.2;57.8;3.38;;-3.10;;-3.72;2.10;-1.61;46.26;44.90;1.37
172;George Mason;A-10;;12;19;62.6;68.2;-5.61;;3.91;;1.15;-2.86;-1.71;57.70;54.71;2.99
173;Southern Mississippi;CUSA;;14;16;59.0;57.7;1.27;;-0.57;;-5.49;3.65;-1.84;50.04;45.90;4.14
174;Marist;MAAC;;16;16;62.3;62.2;0.06;;-1.94;;-1.28;-0.60;-1.88;59.46;57.26;2.20
175;Northern Colorado;Big Sky;;13;16;63.1;60.4;2.72;;-1.09;;-4.89;3.01;-1.88;53.98;51.96;2.02
176;UC Davis;Big West;;19;13;68.5;64.2;4.25;;-3.37;;0.60;-2.53;-1.92;53.94;51.98;1.96
177;Indiana State;MVC;;13;17;58.3;59.6;-1.30;;-0.63;;-6.37;4.44;-1.93;49.64;46.80;2.84
178;Utah State;MWC;;14;17;67.1;62.2;4.97;;-1.71;;1.38;-3.44;-2.06;50.11;49.36;0.74
179;Youngstown State;Horizon;;21;13;65.3;60.2;5.09;;-2.27;;-2.47;0.32;-2.15;52.85;50.64;2.21
180;Samford;Southern;;20;11;55.5;48.1;7.39;;-5.42;;-12.15;9.97;-2.18;45.91;40.98;4.93
181;UT Arlington;Sun Belt;;15;16;59.3;53.5;5.84;;-2.93;;-8.06;5.86;-2.20;49.17;44.30;4.87
182;Idaho State;Big Sky;;18;15;63.4;58.8;4.58;;-1.82;;-5.95;3.70;-2.24;47.46;45.06;2.40
183;Massachusetts;A-10;;12;18;64.4;66.8;-2.37;;0.07;;1.51;-3.81;-2.30;56.58;54.45;2.13
184;Richmond;A-10;;13;18;55.8;59.6;-3.84;;1.46;;-7.92;5.54;-2.38;52.22;50.15;2.07
185;Stony Brook;AEC;;17;15;58.5;56.3;2.22;;-4.69;;-5.67;3.20;-2.47;54.55;52.42;2.13
186;Loyola Marymount;WCC;;11;20;69.4;67.5;1.97;;0.54;;4.74;-7.29;-2.55;48.03;48.81;-0.78
187;Troy;Sun Belt;;20;13;80.2;72.0;8.18;;-4.13;;14.20;-16.75;-2.55;55.62;52.47;3.16
188;Lehigh;Patriot;;18;13;66.8;60.8;6.00;;-6.68;;0.82;-3.99;-3.18;55.73;55.38;0.36
189;Cal Poly;Big West;;15;16;63.1;64.2;-1.13;;-2.21;;-3.57;0.23;-3.34;48.17;48.54;-0.37
190;Cal State Bakersfield;WAC;;12;19;63.2;66.8;-3.65;;0.17;;-0.22;-3.26;-3.48;55.58;55.36;0.22
191;Stetson;A-Sun;;20;12;66.8;55.2;11.69;;-6.03;;-1.36;-2.33;-3.69;50.52;50.24;0.28
192;North Texas;CUSA;;11;19;61.3;65.1;-3.80;;-0.15;;-3.37;-0.58;-3.95;52.72;52.29;0.43
193;Liberty;Big South;;20;13;60.8;57.3;3.55;;-5.53;;-5.71;1.69;-4.03;51.69;49.71;1.98
194;Omaha;Summit;;15;15;63.7;60.6;3.13;;-1.92;;-2.98;-1.12;-4.10;51.14;51.28;-0.14
195;William & Mary;CAA;;15;15;62.1;62.4;-0.37;;-3.91;;-2.14;-2.14;-4.28;55.42;55.37;0.05
196;UNC Asheville;Big South;;26;7;68.2;55.8;12.42;;-11.11;;-2.09;-2.21;-4.30;54.15;52.00;2.16
197;UCF;AAC;;7;23;63.0;73.3;-10.33;;5.98;;1.69;-6.04;-4.36;54.83;53.83;1.01
198;Detroit Mercy;Horizon;;15;15;70.2;73.2;-3.00;;1.32;;5.32;-9.89;-4.57;58.88;60.34;-1.46
199;Florida Atlantic;CUSA;;14;16;67.3;68.8;-1.50;;-0.47;;2.83;-7.40;-4.57;56.14;55.88;0.26
200;Illinois-Chicago;Horizon;;12;18;61.8;63.5;-1.73;;-2.85;;-5.46;0.88;-4.59;50.52;51.90;-1.38
201;Oakland;Horizon;;15;15;75.4;70.3;5.13;;-2.75;;7.56;-12.17;-4.61;54.32;54.83;-0.51
202;Bowling Green State;MAC;;10;18;58.8;62.7;-3.93;;-0.71;;-5.68;1.04;-4.64;54.91;56.46;-1.56
203;Cincinnati;AAC;;8;22;57.1;71.7;-14.63;;9.89;;-4.41;-0.33;-4.74;51.33;52.11;-0.78
204;Western Illinois;Summit;;16;16;76.1;72.1;3.94;;-2.50;;9.46;-14.22;-4.77;57.81;58.49;-0.68
205;Central Arkansas;Southland;;28;4;65.1;43.1;21.97;;-12.67;;-8.97;4.12;-4.85;42.68;40.35;2.33
206;Houston;AAC;;6;24;55.7;64.9;-9.23;;4.38;;-6.87;2.01;-4.85;49.16;50.22;-1.06
207;Rice;CUSA;;9;22;59.2;63.1;-3.87;;0.99;;-5.44;0.59;-4.85;52.27;52.35;-0.09
208;SIU Edwardsville;OVC;;18;13;72.4;73.0;-0.58;;-4.57;;3.75;-8.90;-5.15;59.40;60.30;-0.90
209;Texas-Rio Grande Valley;WAC;;19;14;62.9;57.3;5.67;;-2.99;;-4.38;-0.88;-5.25;45.01;46.22;-1.21
210;Fairfield;MAAC;;16;15;58.5;58.7;-0.23;;-5.08;;-7.33;2.03;-5.31;53.88;56.14;-2.27
211;UC Santa Barbara;Big West;;12;20;61.7;61.5;0.19;;-2.73;;-5.67;0.26;-5.41;48.23;51.03;-2.80
212;Brown;Ivy;;15;13;68.3;61.3;6.96;;-5.12;;0.22;-5.69;-5.47;51.29;53.06;-1.78
213;Eastern Kentucky;OVC;;18;12;72.1;65.5;6.63;;-6.03;;1.20;-6.73;-5.53;51.06;51.90;-0.84
214;Manhattan;MAAC;;15;16;61.1;59.8;1.35;;-6.94;;-4.90;-0.69;-5.59;50.88;53.23;-2.35
215;Radford;Big South;;18;13;60.1;50.9;9.19;;-9.40;;-9.50;3.86;-5.64;44.46;44.52;-0.06
216;San Diego State;MWC;;12;19;31.3;;;;-0.13;;-6.51;0.85;-5.67;;;
217;College of Charleston;CAA;;11;20;55.5;61.6;-6.10;;0.38;;-7.64;1.93;-5.71;47.62;49.77;-2.15
218;Providence;Big East;;5;24;56.8;70.3;-13.55;;7.70;;-3.44;-2.41;-5.85;51.72;54.50;-2.78
219;Robert Morris;NEC;;20;13;63.8;58.1;5.76;;-7.93;;-7.56;1.70;-5.86;50.23;51.88;-1.65
220;Cornell;Ivy;;14;14;61.6;64.4;-2.79;;-3.24;;-4.25;-1.78;-6.03;55.86;58.68;-2.82
221;Grand Canyon;WAC;;16;15;61.3;55.9;5.39;;-4.00;;-5.45;-0.58;-6.03;46.64;49.01;-2.37
222;UTSA;CUSA;;10;19;61.7;59.9;1.83;;-1.09;;-6.07;-0.25;-6.32;44.01;45.41;-1.40
223;Canisius;MAAC;;13;17;61.1;62.5;-1.40;;-5.03;;-4.48;-1.95;-6.43;54.67;58.45;-3.78
224;Davidson;A-10;;11;19;59.6;67.4;-7.83;;1.32;;-3.21;-3.30;-6.52;54.03;56.48;-2.45
225;Presbyterian;Big South;;18;13;60.6;49.1;11.52;;-9.70;;-10.01;3.46;-6.55;47.94;48.57;-0.63
226;Pepperdine;WCC;;7;24;63.6;65.6;-1.94;;2.17;;0.23;-6.90;-6.66;46.59;51.45;-4.86
