;;;;;;;;;;;;SRS;;;Adjusted;;
43;Marquette;Big East;;24;8;69.0;61.0;8.06;;7.42;;7.17;8.32;15.49;70.00;43.78;26.22
44;Nebraska;Big Ten;;17;13;69.6;65.5;4.10;;11.30;;9.74;5.66;15.40;72.93;46.22;26.71
45;North Carolina;ACC;;16;14;73.1;66.4;6.73;;8.52;;12.62;2.63;15.25;73.53;47.38;26.16
46;Seton Hall;Big East;;19;12;71.8;64.1;7.77;;7.33;;11.73;3.37;15.10;74.01;48.77;25.24
47;Texas Tech;Big 12;;18;11;78.7;67.1;11.55;;5.49;;16.23;-1.26;14.97;69.65;46.24;23.41
48;Michigan State;Big Ten;;16;14;69.1;66.4;2.70;;12.17;;9.74;5.13;14.87;69.96;45.47;24.48
49;Purdue;Big Ten;;18;14;64.3;64.1;0.25;;14.50;;4.76;9.98;14.75;68.82;43.75;25.07
50;Boston College;ACC;;20;12;73.7;68.5;5.22;;9.25;;14.37;0.10;14.47;72.94;48.95;23.99
51;Syracuse;ACC;;16;15;68.1;66.3;1.81;;12.62;;9.65;4.78;14.43;68.44;43.79;24.65
52;South Florida;AAC;;19;13;63.9;57.7;6.25;;7.97;;3.37;10.86;14.22;66.93;41.98;24.95
53;Virginia;ACC;;13;17;61.4;63.1;-1.67;;15.88;;4.47;9.75;14.22;64.30;40.32;23.98
54;UCF;AAC;;20;10;64.0;56.7;7.33;;6.83;;2.14;12.02;14.16;65.23;40.85;24.38
55;Minnesota;Big Ten;;16;15;70.6;68.5;2.13;;11.91;;10.76;3.29;14.04;70.60;46.92;23.68
56;West Virginia;Big 12;;17;12;64.0;61.3;2.69;;11.23;;3.05;10.87;13.92;62.56;39.01;23.56
57;Southern California;Pac-12;;17;14;64.8;64.2;0.65;;13.16;;6.55;7.25;13.80;65.60;42.51;23.09
58;Washington;Pac-12;;13;17;66.3;62.8;3.57;;11.53;;6.81;6.72;13.53;61.63;40.42;21.20
59;Washington State;Pac-12;;11;20;65.3;68.5;-3.19;;16.27;;8.62;4.46;13.08;70.25;49.07;21.18
60;St. John's (NY);Big East;;19;12;72.3;66.3;5.97;;7.08;;11.40;1.65;13.05;74.14;51.24;22.91
61;Georgia;SEC;;17;14;63.2;63.0;0.23;;12.78;;4.35;8.66;13.00;63.68;41.67;22.02
62;Cincinnati;AAC;;22;10;69.4;63.1;6.38;;6.55;;9.07;3.85;12.92;69.44;47.01;22.43
63;South Dakota State;Summit;;23;10;70.9;58.3;12.58;;1.94;;4.33;8.17;12.50;67.31;45.86;21.46
64;Creighton;Big East;;19;11;66.7;63.4;3.30;;8.97;;5.26;7.01;12.27;73.26;51.51;21.75
65;Colorado;Pac-12;;16;14;64.1;64.6;-0.50;;12.76;;4.49;7.77;12.26;65.24;44.30;20.94
66;Oklahoma;Big 12;;12;18;76.4;78.5;-2.10;;13.79;;16.83;-5.13;11.69;70.70;49.60;21.10
67;Wake Forest;ACC;;16;16;65.6;64.3;1.31;;9.82;;6.20;4.93;11.13;69.69;49.93;19.76
68;Utah;Pac-12;;14;17;68.1;71.2;-3.16;;13.87;;9.28;1.43;10.71;68.59;49.71;18.88
69;Northern Iowa;MVC;;18;11;69.2;62.1;7.14;;6.10;;5.45;5.25;10.70;62.49;44.28;18.21
70;IUPUI;Horizon;;23;8;71.6;55.0;16.61;;-3.16;;4.37;6.20;10.57;66.67;46.65;20.01
71;Notre Dame;ACC;;13;18;64.8;68.4;-3.55;;14.06;;6.35;4.17;10.52;62.89;43.09;19.79
72;Pennsylvania;Ivy;;20;7;66.9;52.6;14.22;;-1.03;;2.54;7.73;10.28;64.17;45.53;18.64
73;Miami (FL);ACC;;15;15;64.2;65.6;-1.37;;11.62;;4.94;5.31;10.25;64.29;45.15;19.13
74;Vanderbilt;SEC;;14;16;66.8;67.5;-0.67;;10.89;;6.70;3.52;10.22;61.37;42.69;18.68
75;Old Dominion;CUSA;;24;6;66.3;55.3;11.00;;-1.15;;1.59;8.27;9.85;63.66;44.24;19.42
76;Montana State;Big Sky;;25;6;76.7;60.3;16.45;;-2.28;;9.50;0.28;9.79;61.10;45.07;16.02
77;Dayton;A-10;;25;8;64.4;57.3;7.09;;2.50;;2.37;7.22;9.59;63.00;44.79;18.21
78;California;Pac-12;;12;19;66.1;71.4;-5.29;;14.82;;8.45;1.08;9.53;63.70;47.71;15.99
79;Middle Tennessee;CUSA;;21;9;71.0;64.4;6.57;;2.86;;7.87;1.42;9.30;64.73;47.76;16.96
80;Rice;CUSA;;21;8;66.5;56.1;10.38;;0.60;;2.00;7.26;9.26;62.47;45.03;17.44
81;Brigham Young;WCC;;18;11;60.2;50.5;9.72;;5.18;;-4.19;13.13;8.93;49.26;35.69;13.57
82;Ohio;MAC;;19;11;74.3;67.8;6.53;;2.39;;9.22;-0.29;8.92;68.07;51.55;16.52
83;Wisconsin;Big Ten;;12;19;64.6;66.9;-2.35;;11.26;;4.77;4.14;8.90;66.04;49.23;16.81
84;Western Kentucky;CUSA;;22;7;74.1;66.5;7.55;;1.22;;9.75;-0.98;8.77;70.74;53.49;17.25
85;Kansas;Big 12;;15;14;69.3;70.1;-0.83;;9.37;;8.11;0.43;8.54;63.31;46.87;16.44
86;Bradley;MVC;;22;7;70.5;60.8;9.72;;1.84;;3.49;4.81;8.30;60.90;45.60;15.31
87;Southern Illinois;MVC;;16;13;69.0;63.3;5.66;;2.34;;3.53;4.46;7.99;64.42;48.78;15.64
88;Villanova;Big East;;18;13;60.8;59.8;1.03;;6.95;;-0.08;8.06;7.98;63.36;47.80;15.56
89;Central Michigan;MAC;;23;7;76.4;70.9;5.43;;2.42;;11.74;-3.89;7.85;69.95;54.58;15.37
90;Illinois State;MVC;;19;10;70.2;62.1;8.07;;2.49;;4.45;3.29;7.74;62.40;47.93;14.48
91;Auburn;SEC;;11;18;67.5;72.6;-5.07;;12.65;;7.76;-0.18;7.58;68.25;53.30;14.95
92;Yale;Ivy;;19;8;68.9;62.1;6.78;;0.57;;4.46;2.89;7.35;63.27;48.99;14.28
93;Fordham;A-10;;21;11;60.4;54.9;5.53;;1.76;;-2.21;9.49;7.29;64.17;48.11;16.07
94;Butler;Big East;;19;11;63.3;61.7;1.63;;5.60;;0.55;6.62;7.17;59.80;45.58;14.22
95;Florida;SEC;;15;15;63.5;65.7;-2.17;;9.04;;2.23;4.65;6.88;62.91;48.74;14.16
96;Missouri;SEC;;9;22;66.5;71.5;-5.03;;11.81;;6.54;0.24;6.78;67.16;53.40;13.76
97;Bucknell;Patriot;;24;6;64.4;53.6;10.83;;-4.14;;-1.15;7.84;6.70;65.87;50.62;15.25
98;Boise State;MWC;;24;9;73.9;64.0;9.97;;1.26;;8.94;-2.33;6.61;57.18;45.77;11.41
99;Portland;WCC;;21;11;69.5;54.4;15.13;;2.34;;5.59;0.92;6.51;53.06;41.31;11.75
100;UAB;CUSA;;20;11;73.5;58.8;14.61;;-0.61;;6.06;0.43;6.50;61.99;49.28;12.71
101;Pacific;WCC;;17;14;68.6;60.9;7.77;;2.79;;5.78;0.53;6.30;56.91;45.50;11.41
102;Tennessee-Martin;OVC;;22;10;70.8;63.6;7.22;;-1.03;;5.17;1.02;6.19;63.49;50.08;13.41
103;Saint Louis;A-10;;19;13;60.5;57.4;3.09;;2.90;;-1.92;7.92;5.99;61.46;48.08;13.38
104;Fresno State;MWC;;25;7;76.1;63.9;12.16;;-0.34;;9.17;-3.32;5.86;58.31;48.64;9.67
105;Green Bay;Horizon;;19;13;66.6;60.1;6.56;;-1.04;;-0.14;5.66;5.52;64.21;51.64;12.57
106;Temple;AAC;;16;15;68.5;70.3;-1.81;;7.26;;8.67;-3.22;5.45;70.17;58.18;11.98
107;Troy;Sun Belt;;25;4;80.2;65.0;15.17;;-4.62;;13.14;-7.88;5.27;58.38;47.70;10.68
108;North Alabama;A-Sun;;21;9;78.1;60.3;17.73;;-4.94;;6.72;-1.52;5.20;58.30;48.09;10.21
109;Marist;MAAC;;26;4;73.3;59.9;13.40;;-8.29;;5.94;-0.83;5.11;71.41;58.84;12.57
110;UT Arlington;Sun Belt;;21;11;66.9;59.4;7.47;;-2.41;;0.42;4.64;5.06;58.99;46.78;12.22
111;San Diego;WCC;;20;11;63.6;61.2;2.42;;3.12;;-3.59;8.28;4.69;;;
112;Clemson;ACC;;8;23;60.2;67.2;-7.00;;11.61;;0.38;4.23;4.61;60.29;49.50;10.79
113;Drexel;CAA;;23;7;60.7;55.4;5.30;;-0.81;;-4.61;9.09;4.49;61.75;49.36;12.39
114;Coastal Carolina;Sun Belt;;25;4;78.2;59.1;19.14;;-8.05;;7.41;-2.98;4.43;59.22;49.06;10.16
115;Charlotte;CUSA;;21;9;63.4;60.0;3.37;;0.83;;-0.91;5.11;4.20;61.16;50.64;10.52
116;Ball State;MAC;;21;10;67.2;62.1;5.03;;1.89;;0.82;3.37;4.19;54.55;45.13;9.42
117;Belmont;OVC;;22;9;64.5;58.6;5.87;;-1.71;;-2.23;6.40;4.16;59.37;47.45;11.92
118;Virginia Commonwealth;A-10;;20;12;59.1;56.7;2.44;;1.66;;-3.67;7.76;4.09;57.59;46.71;10.89
119;Idaho;Big Sky;;22;9;65.6;57.7;7.90;;-2.99;;-1.47;5.35;3.88;54.55;46.52;8.02
120;Duquesne;A-10;;20;11;69.1;63.6;5.48;;-1.65;;5.79;-1.95;3.84;63.37;53.89;9.48
121;Stephen F. Austin;Southland;;23;6;69.4;47.0;22.41;;-9.12;;-1.82;5.50;3.69;50.90;39.91;10.99
122;Southeast Missouri State;OVC;;25;7;74.5;60.1;14.38;;-5.81;;5.98;-2.32;3.66;60.58;50.95;9.63
123;Liberty;A-Sun;;20;11;69.0;64.2;4.84;;-1.26;;3.22;0.36;3.58;64.46;54.71;9.75
124;Tulane;AAC;;14;17;59.0;60.8;-1.84;;5.08;;-3.11;6.35;3.24;54.84;45.80;9.04
125;Columbia;Ivy;;17;10;68.7;64.3;4.37;;-1.15;;5.30;-2.08;3.22;63.58;54.35;9.23
126;William & Mary;CAA;;21;8;70.0;62.2;7.79;;-4.60;;4.48;-1.29;3.20;66.09;56.32;9.77
127;UTEP;CUSA;;16;14;70.8;65.3;5.53;;-2.63;;4.90;-1.86;3.04;59.42;51.01;8.41
128;Buffalo;MAC;;19;12;69.4;66.2;3.19;;-0.20;;2.63;0.37;2.99;60.15;51.80;8.36
129;Kent State;MAC;;19;11;70.4;66.2;4.17;;1.79;;3.62;-0.69;2.93;60.13;52.28;7.84
130;Loyola (IL);MVC;;15;14;66.9;64.8;2.10;;0.72;;0.60;2.23;2.83;59.19;51.45;7.75
131;Valparaiso;MVC;;17;12;68.4;66.9;1.52;;1.26;;2.71;0.07;2.77;60.59;52.32;8.27
132;Massachusetts;A-10;;20;11;66.0;57.3;8.68;;-3.48;;1.02;1.60;2.62;60.20;52.14;8.06
133;Wyoming;MWC;;17;12;64.4;59.0;5.48;;-0.66;;-2.41;4.93;2.52;53.82;46.74;7.09
134;Santa Clara;WCC;;12;19;68.4;63.3;5.10;;4.57;;4.33;-1.99;2.34;54.68;50.09;4.59
135;Robert Morris;NEC;;23;7;64.9;51.6;13.37;;-9.46;;-4.14;6.34;2.20;52.26;44.05;8.22
136;Penn State;Big Ten;;7;23;66.6;76.2;-9.53;;11.70;;7.33;-5.16;2.16;63.53;55.45;8.08
137;Pepperdine;WCC;;16;15;65.1;55.7;9.35;;3.22;;1.75;-0.02;1.74;48.00;43.91;4.09
138;Providence;Big East;;13;19;59.8;63.3;-3.50;;5.13;;-3.55;5.18;1.63;56.61;50.21;6.40
139;New Mexico;MWC;;15;17;74.9;70.6;4.34;;0.07;;9.26;-7.67;1.59;54.12;48.19;5.93
140;Saint Mary's (CA);WCC;;12;19;68.7;67.1;1.55;;4.62;;6.90;-5.40;1.49;59.37;53.61;5.76
141;Idaho State;Big Sky;;18;13;67.4;57.7;9.74;;-2.93;;-1.82;3.24;1.41;52.22;46.05;6.17
142;Memphis;AAC;;14;17;65.4;67.1;-1.71;;3.03;;3.64;-2.32;1.32;61.28;54.80;6.48
143;Davidson;A-10;;16;15;65.3;62.1;3.13;;0.43;;2.00;-0.83;1.17;59.24;53.14;6.10
144;Western Michigan;MAC;;18;13;69.8;65.2;4.68;;-1.09;;1.63;-0.55;1.08;58.48;52.55;5.93
145;Harvard;Ivy;;15;12;58.9;58.0;0.89;;-0.06;;-5.21;6.03;0.83;55.82;49.88;5.94
146;UC Davis;Big West;;17;12;67.0;61.2;5.83;;-1.78;;0.01;0.82;0.83;57.38;52.36;5.02
147;Elon;CAA;;14;16;63.4;59.2;4.17;;-1.15;;-2.06;2.71;0.65;55.14;49.32;5.81
148;Illinois;Big Ten;;11;19;62.0;71.1;-9.07;;9.67;;1.30;-0.71;0.60;59.89;54.94;4.95
149;Lehigh;Patriot;;19;11;66.1;59.3;6.83;;-3.45;;0.02;0.56;0.58;55.22;50.10;5.13
150;Southern Methodist;AAC;;13;16;59.2;58.5;0.69;;1.92;;-4.71;5.26;0.55;48.63;43.34;5.29
151;Wright State;Horizon;;19;12;68.1;60.9;7.19;;-4.79;;1.64;-1.13;0.52;60.76;54.86;5.90
152;Jacksonville;A-Sun;;18;12;70.8;60.7;10.17;;-2.99;;2.70;-2.22;0.48;54.05;49.18;4.86
153;San Jose State;MWC;;19;12;74.7;66.3;8.42;;-1.28;;7.18;-6.76;0.42;51.11;48.48;2.63
154;Wichita State;AAC;;16;15;63.1;65.9;-2.77;;3.17;;0.08;0.31;0.39;56.39;51.54;4.85
155;Montana;Big Sky;;17;13;69.6;61.4;8.27;;-2.56;;0.89;-0.59;0.30;54.87;50.81;4.06
156;Rider;MAAC;;26;4;68.1;58.6;9.57;;-9.39;;-0.99;1.17;0.18;56.90;51.42;5.49
157;Hawaii;Big West;;16;14;62.8;59.0;3.77;;-0.79;;-2.45;2.59;0.14;53.04;49.51;3.53
158;Akron;MAC;;15;15;66.6;66.1;0.53;;-0.54;;-0.49;0.48;-0.01;55.39;51.11;4.29
159;Toledo;MAC;;14;17;66.8;67.9;-1.10;;1.07;;0.21;-0.23;-0.02;62.53;57.86;4.67
160;Eastern Michigan;MAC;;16;15;67.2;64.1;3.03;;-0.02;;-0.53;0.47;-0.06;52.68;48.11;4.57
161;Northern Kentucky;Horizon;;20;12;65.8;59.9;5.94;;-6.27;;-0.75;0.42;-0.33;56.65;52.07;4.58
162;Texas Southern;SWAC;;20;10;72.1;66.0;6.10;;-6.44;;4.11;-4.44;-0.34;55.90;51.28;4.62
163;Colgate;Patriot;;19;11;69.1;65.4;3.67;;-4.09;;4.14;-4.57;-0.43;62.18;58.42;3.75
164;San Francisco;WCC;;12;19;64.5;65.6;-1.13;;4.41;;1.37;-1.80;-0.43;55.26;53.68;1.59
165;Abilene Christian;Southland;;24;5;80.0;55.9;24.10;;-8.70;;7.92;-8.42;-0.50;56.47;51.41;5.06
166;North Texas;CUSA;;12;19;65.6;58.0;7.55;;-0.43;;-0.58;-0.10;-0.68;51.52;48.26;3.25
167;Nevada-Las Vegas;MWC;;13;17;60.1;61.5;-1.33;;0.64;;-5.72;5.03;-0.69;47.69;44.47;3.22
168;Holy Cross;Patriot;;19;11;64.9;61.2;3.70;;-4.45;;-0.29;-0.46;-0.75;61.92;57.61;4.31
169;Stony Brook;AEC;;28;3;64.7;53.0;11.65;;-10.65;;-3.59;2.78;-0.81;57.46;52.67;4.79
170;Cornell;Ivy;;10;16;62.7;62.5;0.15;;-0.98;;-1.89;1.07;-0.82;58.05;54.89;3.16
171;Houston;AAC;;12;19;61.7;68.0;-6.29;;5.29;;-0.53;-0.47;-1.00;55.36;51.60;3.76
172;George Washington;A-10;;14;16;56.1;59.6;-3.53;;2.50;;-6.51;5.48;-1.03;57.28;54.45;2.83
173;North Florida;A-Sun;;16;15;63.7;59.4;4.32;;0.84;;-3.67;2.58;-1.09;52.02;49.37;2.65
174;Xavier;Big East;;3;27;60.1;70.1;-10.07;;8.65;;-0.64;-0.78;-1.42;56.83;54.10;2.73
175;Towson;CAA;;14;15;67.6;62.3;5.24;;-0.96;;2.36;-3.85;-1.50;51.65;48.35;3.30
176;Oral Roberts;Summit;;15;16;69.9;66.0;3.97;;0.91;;1.07;-2.61;-1.54;53.17;50.34;2.83
177;Bowling Green State;MAC;;10;21;72.3;68.8;3.48;;0.90;;5.22;-6.78;-1.55;58.88;56.82;2.06
178;Samford;Southern;;18;14;66.2;60.7;5.47;;-4.77;;-1.51;-0.23;-1.74;57.86;54.62;3.24
179;Northern Illinois;MAC;;11;19;67.4;72.1;-4.77;;3.01;;2.47;-4.23;-1.76;55.10;52.95;2.15
180;Georgetown;Big East;;5;25;56.9;65.1;-8.13;;6.33;;-5.11;3.31;-1.81;54.56;52.88;1.67
181;Bethune-Cookman;MEAC;;23;6;68.1;54.8;13.24;;-10.84;;-2.48;0.42;-2.06;51.48;49.17;2.32
182;Nevada;MWC;;15;16;68.6;66.7;1.90;;-1.46;;1.22;-3.38;-2.16;51.99;50.45;1.55
183;Saint Joseph's;A-10;;9;20;52.7;56.1;-3.45;;1.29;;-10.17;8.01;-2.16;51.05;50.04;1.02
184;Richmond;A-10;;15;17;61.2;63.3;-2.09;;-0.23;;-1.81;-0.52;-2.33;56.47;54.79;1.68
185;Eastern Illinois;OVC;;19;12;66.4;59.5;6.84;;-6.51;;-2.90;0.52;-2.38;51.99;50.60;1.38
186;Rhode Island;A-10;;13;16;63.0;63.4;-0.38;;-2.17;;-1.76;-0.78;-2.55;56.28;55.65;0.63
187;Northern Arizona;Big Sky;;16;15;72.2;72.4;-0.19;;-2.45;;4.16;-6.80;-2.64;56.28;55.72;0.56
188;Pittsburgh;ACC;;5;26;57.5;70.5;-13.00;;10.32;;-2.55;-0.13;-2.68;55.53;54.40;1.13
189;Louisiana Tech;CUSA;;15;15;67.0;59.1;7.90;;-3.46;;-0.74;-2.05;-2.78;51.23;50.69;0.54
190;Boston University;Patriot;;18;12;57.7;57.6;0.10;;-2.98;;-7.18;4.30;-2.88;56.89;55.69;1.20
191;Denver;Summit;;15;15;77.6;74.9;2.67;;-2.80;;10.55;-13.66;-3.11;59.28;58.63;0.65
192;UNC Greensboro;Southern;;23;9;64.0;50.7;13.31;;-8.51;;-6.92;3.79;-3.13;48.96;47.24;1.72
193;Colorado State;MWC;;12;18;60.6;56.4;4.17;;-2.00;;-6.75;3.57;-3.18;46.15;45.34;0.81
194;UC Santa Barbara;Big West;;14;15;61.1;58.1;2.97;;-3.72;;-5.44;2.22;-3.22;48.51;49.48;-0.97
195;Tennessee Tech;OVC;;17;13;69.8;61.4;8.33;;-5.75;;0.49;-3.81;-3.32;56.50;55.70;0.81
196;Northeastern;CAA;;13;16;61.9;66.1;-4.21;;0.75;;-2.07;-1.38;-3.45;56.75;56.39;0.37
197;Southern Utah;Big Sky;;18;13;70.5;69.8;0.71;;-4.22;;2.50;-6.00;-3.51;56.34;57.74;-1.40
198;Kennesaw State;A-Sun;;13;16;69.4;64.8;4.62;;-1.75;;2.78;-6.31;-3.53;55.66;56.65;-0.99
199;Delaware;CAA;;12;17;63.1;66.2;-3.03;;-0.58;;-1.20;-2.42;-3.62;55.39;55.36;0.03
200;Miami (OH);MAC;;11;20;72.2;73.8;-1.61;;0.79;;5.52;-9.17;-3.65;58.98;58.55;0.43
201;Cal State Fullerton;Big West;;17;14;67.4;64.5;2.94;;-4.52;;1.86;-5.60;-3.74;53.02;54.48;-1.46
202;North Carolina A&T;MEAC;;19;10;65.2;53.1;12.10;;-9.54;;-5.98;2.17;-3.80;43.30;42.71;0.59
203;Florida Atlantic;CUSA;;13;17;66.3;68.9;-2.60;;-1.25;;1.13;-4.98;-3.85;54.64;54.86;-0.22
204;Portland State;Big Sky;;16;16;70.1;67.5;2.63;;-3.29;;1.35;-5.28;-3.93;54.57;56.01;-1.44
205;Binghamton;AEC;;22;9;66.6;57.4;9.19;;-11.14;;-1.68;-2.29;-3.97;55.46;56.07;-0.61
206;South Alabama;Sun Belt;;16;16;69.3;63.7;5.53;;-4.18;;0.89;-4.87;-3.98;53.27;53.68;-0.41
207;San Diego State;MWC;;14;17;36.8;;;;-1.77;;-2.77;-1.33;-4.10;;;
208;Cleveland State;Horizon;;21;11;68.4;58.6;9.75;;-7.79;;-2.38;-1.84;-4.23;49.06;50.17;-1.11
209;Jackson State;SWAC;;19;10;68.1;63.0;5.07;;-9.30;;-1.17;-3.06;-4.23;52.42;51.91;0.51
210;Kansas City;WAC;;21;10;66.5;59.0;7.58;;-7.12;;-3.98;-0.28;-4.26;50.12;50.81;-0.70
211;Louisiana;Sun Belt;;19;12;65.2;57.4;7.87;;-6.37;;-3.23;-1.08;-4.30;49.91;50.50;-0.59
212;Texas A&M-Corpus Christi;Southland;;23;7;61.4;48.4;12.93;;-8.04;;-9.26;4.96;-4.30;43.97;42.50;1.46
213;American;Patriot;;13;17;57.7;59.8;-2.13;;-2.37;;-6.57;2.07;-4.50;55.61;57.40;-1.78
214;Austin Peay;OVC;;18;12;68.5;61.1;7.40;;-5.96;;-0.79;-3.88;-4.67;52.55;53.68;-1.14
215;Loyola Marymount;WCC;;7;25;63.1;64.5;-1.44;;3.74;;-0.69;-3.99;-4.68;48.36;51.45;-3.09
216;Sam Houston;Southland;;19;10;75.7;59.8;15.86;;-8.32;;4.01;-8.72;-4.71;45.75;46.27;-0.52
217;Norfolk State;MEAC;;19;11;66.6;58.0;8.60;;-9.44;;-4.64;-0.14;-4.78;49.06;50.46;-1.40
218;George Mason;A-10;;9;21;60.6;65.0;-4.47;;-0.35;;-2.98;-1.84;-4.82;56.79;59.03;-2.23
219;Lafayette;Patriot;;15;14;56.4;57.1;-0.66;;-4.19;;-8.95;4.10;-4.85;50.57;52.34;-1.77
220;Southern Mississippi;CUSA;;15;15;63.8;62.5;1.33;;-1.04;;-2.20;-2.70;-4.89;51.27;52.70;-1.43
221;La Salle;A-10;;13;17;61.4;65.4;-3.93;;-1.07;;-1.73;-3.28;-5.01;53.10;55.61;-2.51
222;Air Force;MWC;;10;21;61.7;61.1;0.61;;-0.17;;-4.67;-0.37;-5.04;45.35;48.12;-2.78
223;Tulsa;AAC;;9;21;56.8;66.1;-9.27;;4.22;;-5.48;0.43;-5.05;49.34;51.55;-2.22
224;Merrimack;NEC;;20;9;66.7;54.9;11.76;;-11.75;;-4.01;-1.15;-5.16;49.35;51.43;-2.08
225;Furman;Southern;;19;12;65.6;57.5;8.16;;-5.74;;-2.36;-2.85;-5.20;54.00;55.12;-1.12
226;East Carolina;AAC;;9;21;55.8;64.7;-8.87;;3.55;;-6.87;1.55;-5.32;47.77;49.51;-1.75
